CustomerID,Monetary,TimeSpent,PC1,PC2
12501.0,2169.39,1,-0.3740112241959734,-0.7133743481012557
12502.0,3021.07,94,0.13180331880467547,-0.5022540087742358
12504.0,449.4,1,-0.671582544044159,-0.4158030282530702
12508.0,275.19,1,-0.7017221958041997,-0.38566337649302945
12512.0,138.03,1,-0.7254519164597716,-0.36193365583745757
12516.0,583.2,1,-0.6484341288814619,-0.4389514434157672
12517.0,2047.69,277,0.668772610093536,0.37151953290425144
12518.0,1207.16,89,-0.2012893167033854,-0.20770625941282392
12519.0,340.84,1,-0.6903642477068076,-0.39702132459042155
12520.0,987.42,1,-0.5785010019975652,-0.5088845702996639
12523.0,354.5,331,0.5839802787732801,0.8725966346083148
12524.0,2962.6,268,0.7923685841348188,0.17854276379900053
12526.0,797.38,94,-0.252911922698596,-0.11753876727096448
12528.0,552.64,23,-0.5689224912226015,-0.34886558202937273
12530.0,1244.68,132,-0.029055061602358958,-0.048454493652670176
12532.0,349.83000000000004,1,-0.6888089094981928,-0.39857666279903625
12534.0,1089.18,1,-0.5608957499276396,-0.5264898223695895
12535.0,716.35,94,-0.2669307274865881,-0.10351996248297243
12536.0,4106.82,271,1.0018907913649209,-0.007852511743112016
12538.0,363.95,1,-0.6863660423674209,-0.40101952992980816
12539.0,1715.85,1,-0.45247708527885533,-0.6349084870183738
12540.0,5047.38,302,1.2841039546035855,-0.051087380872553705
12541.0,757.44,191,0.11406354989252164,0.26325655138290543
12544.0,355.7,213,0.12935823134742194,0.4175593689732601
12547.0,159.4,1,-0.7217547443220523,-0.3656308279751768
12552.0,120.0,1,-0.7285712432563592,-0.35881432904086996
12553.0,1356.57,331,0.7573459916438615,0.6992309217377335
12556.0,312.9,1,-0.6951980796922018,-0.3921874926050273
12557.0,8183.46,598,2.9675982185012737,0.5472756151113707
12558.0,1.0658141036401504e-14,180,-0.05937869169116295,0.3519000434439626
12559.0,50.10000000000001,1,-0.7406644735992032,-0.346721098698026
12560.0,697.7,1,-0.6286247601510523,-0.4587608121461768
12561.0,238.85,1,-0.7080092915217812,-0.379376280775448
12562.0,1304.37,115,-0.08425454517377425,-0.124307622979861
12567.0,4357.27,450,1.7351740035954473,0.6387712000763909
12569.0,2534.95,339,0.9920505811248496,0.5261981500913838
12571.0,248.35,1,-0.7063657194437123,-0.3810198528535169
12572.0,487.68,1,-0.664959813607477,-0.42242575868975213
12576.0,1076.63,113,-0.13136427030409514,-0.0926158523081997
12577.0,399.51,1,-0.6802138925678283,-0.4071716797294009
12580.0,415.7,1,-0.6774128997316244,-0.40997267256560466
12583.0,5093.2699999999995,697,2.8145662755712233,1.4634963037450675
12584.0,742.99,93,-0.26617629397917336,-0.1119833732197169
12587.0,144.0,1,-0.7244190611643956,-0.3629665111328335
12589.0,515.1800000000001,1,-0.6602021049604354,-0.42718346733679374
12590.0,9861.38,302,2.1169624792166153,-0.8839459054855834
12592.0,437.6,56,-0.46162715976613905,-0.2017646649179526
12593.0,321.8,85,-0.3698812685345818,-0.06995021649894662
12594.0,850.83,239,0.31523618196178943,0.4321148263214667
12596.0,269.95,1,-0.7026287555609451,-0.38475681673628415
12597.0,784.57,57,-0.3977442286327823,-0.2579386188219797
12598.0,1179.92,308,0.6381309632338454,0.6411394738731646
12599.0,636.3,183,0.06226950186601638,0.2533787815747726
12600.0,884.02,608,1.7432846025911428,1.8486790033147982
12601.0,325.46,240,0.22819767450749964,0.5268623110050862
12602.0,153.12,1,-0.7228412319694495,-0.36454434032777966
12607.0,3.552713678800501e-15,61,-0.5180628368362841,-0.10678410170115882
12609.0,512.8,1,-0.6606138630178885,-0.42677170927934066
12610.0,935.2,183,0.1139814696696796,0.20166681377110943
12614.0,315.6,1,-0.6947309592068559,-0.3926546130903732
12615.0,1079.8,123,-0.09227095010613283,-0.054619400212864315
12616.0,449.75,125,-0.1935654031702055,0.06209300730986792
12617.0,355.53,1,-0.6878227662513515,-0.3995628060458776
12619.0,449.16,186,0.04145632784792488,0.2973188872808533
12621.0,3368.99,448,1.5564850881225432,0.8020421610906352
12623.0,305.1,1,-0.69654753887209,-0.3908380334251391
12625.0,897.7,277,0.46981561492948554,0.5704765280683017
12626.0,2380.61,186,0.3756118320780531,-0.03683661694927468
12627.0,2441.14,122,0.13939670999060708,-0.29399603753893383
12628.0,786.46,30,-0.5014884368889919,-0.3623367957576737
12633.0,411.08,305,0.4935523440737972,0.7625911613452236
12635.0,1689.18,94,-0.09862375646471559,-0.2718269335048448
12637.0,3630.15,182,0.5763737780857346,-0.26843447187427516
12638.0,671.69,1,-0.6331246874932178,-0.4542608848040113
12643.0,3094.14,240,0.7072003209399059,0.04785966457268013
12644.0,477.91,1,-0.6666500977340806,-0.4207354745631486
12645.0,874.12,153,-0.012220492194314257,0.09659945875521017
12646.0,615.28,1,-0.642884045485204,-0.4445015268120252
12647.0,2260.07,545,1.7385189101858594,1.3677791302723066
12648.0,318.05,1,-0.6943070906183013,-0.39307848167892784
12649.0,355.2,418,0.9194418935601404,1.207816038773144
12650.0,314.44,1,-0.6949316480079676,-0.3924539242892616
12651.0,114.0,1,-0.7296092887793502,-0.35777628351787905
12652.0,919.98,1,-0.5901686336759828,-0.4972169386212462
12654.0,171.23000000000002,1,-0.7197080645658886,-0.36767750773134056
12659.0,91.68,1,-0.7334708181248762,-0.35391475417235296
12662.0,1585.51,607,1.8607932062969585,1.7234614223796525
12664.0,2276.8,331,0.9165527635808471,0.5400241498007479
12667.0,620.13,1,-0.6420449586874529,-0.44534061360977617
12669.0,471.43,217,0.16479835386870414,0.41295515536929683
12670.0,1273.54,244,0.4076406622056942,0.37825523222421076
12673.0,389.62,1,-0.6819249376048916,-0.40546063469233756
12674.0,975.46,240,0.3406526061648469,0.41440737934773897
12676.0,800.15,217,0.22166940792163212,0.3560841013163689
12678.0,2073.52,32,-0.27110831452288475,-0.5772989636651212
12679.0,857.33,341,0.7095185699741811,0.8241481157007114
12680.0,361.83,57,-0.47088145603097764,-0.1848013914237844
12681.0,5368.29,483,2.0372862586550977,0.5910551935846227
12682.0,7288.08,636,2.959161252462607,0.8486537158645673
12683.0,4089.02,449,1.6849102297237306,0.6813259967187771
12684.0,916.26,235,0.3111381139313456,0.4053769854345914
12685.0,2019.54,125,0.07802017708577465,-0.20949257294611212
12686.0,89.14,1,-0.7339102573962757,-0.35347531490095346
12689.0,511.03,1,-0.6609200864471708,-0.42646548585005833
12691.0,479.5,28,-0.5623038230745361,-0.3169393640307892
12693.0,444.06,240,0.24871637434528637,0.5063436111672994
12694.0,439.5,1,-0.673295319157094,-0.4140902531401352
12695.0,248.2,57,-0.4905403081605536,-0.1651425392942085
12697.0,223.68,1,-0.7106338166190765,-0.37675175567815267
12700.0,4867.99,174,0.7596935808649243,-0.5134260924881029
12701.0,337.08,1,-0.6910147562345486,-0.3963708160626806
12704.0,1040.85,57,-0.3534058441940978,-0.30227700326066426
12705.0,2312.62,118,0.10174382042948249,-0.2871790568951284
12708.0,731.42,508,1.3314347833232527,1.4896310996497115
12709.0,3833.87,485,1.7795289339864786,0.8642304727119011
12710.0,411.61,91,-0.3312165254432904,-0.062361096214259414
12712.0,2595.38,628,2.116452639255391,1.629690511237146
12713.0,848.55,1,-0.6025265656271895,-0.4848590066700396
12716.0,375.59,1,-0.6843522340528186,-0.4030333382444105
12717.0,980.98,95,-0.21729324108040962,-0.14544847165982103
12719.0,608.1,211,0.16531636911857592,0.3661832767434466
12720.0,3023.37,573,1.9785012826796349,1.3436481201997648
12721.0,1999.48,359,0.9764999807188246,0.6959282950840039
12722.0,302.92,1,-0.69692469541211,-0.3904608768851191
12723.0,376.69,32,-0.5646727786523255,-0.28373449953568064
12724.0,363.14,202,0.08824603303461684,0.3738728177634376
12725.0,427.8,1,-0.6753195079269262,-0.41206606437030296
12726.0,1363.9,97,-0.1433361985738008,-0.20398755970777036
12727.0,1903.54,67,-0.165609042675946,-0.4129840324855182
12728.0,252.54,1,-0.7056408176534903,-0.38174475464373886
12731.0,2688.7,389,1.2113749283847353,0.6923226642979863
12735.0,319.77,1,-0.6940095175683773,-0.39337605472885184
12736.0,234.0,1,-0.7088483783195322,-0.378537193977697
12738.0,155.35,1,-0.7224554250500712,-0.364930147247158
12739.0,975.54,1,-0.5805563321330871,-0.506829240164142
12740.0,427.6,1,-0.6753541094443591,-0.41203146285286996
12744.0,2118.74,29,-0.2748483772752715,-0.596685832600724
12747.0,2226.18,425,1.2701170492970462,0.9111037236415471
12748.0,13876.93,692,4.314933655576937,-0.07541596240729388
12749.0,3392.51,303,1.0016533774462593,0.2390721735141021
12750.0,275.88,1,-0.7016028205690557,-0.38578275172817345
12753.0,12670.39,263,2.452617465667462,-1.5202510038802903
12755.0,2203.2,294,0.7612033264228915,0.41014142947350224
12757.0,2867.1,272,0.7912643140192066,0.2104829428319319
12758.0,1570.19,1,-0.477677370425331,-0.6097082018718981
12759.0,444.8,1,-0.6723783789451186,-0.4150071933521105
12762.0,1436.93,1,-0.5007323614909588,-0.5866532108062703
12763.0,320.08,1,-0.6939558852163561,-0.39342968708087306
12766.0,2554.2000000000003,385,1.1726874534523635,0.7001742303130393
12772.0,892.47,1,-0.5949280723988961,-0.492457499898333
12775.0,599.45,62,-0.4104989500954704,-0.2066390112126428
12778.0,255.93,58,-0.48534847089710215,-0.16262539932833017
12779.0,2219.24,417,1.238080467724801,0.8814684873791541
12781.0,219.97,186,0.001804718945544264,0.33697049618323394
12782.0,194.65,10,-0.6809658293424968,-0.3370389478907644
12783.0,622.84,1,-0.6415761081262354,-0.4458094641709937
12785.0,305.71,272,0.34812441033026414,0.6536228465208741
12787.0,186.56,1,-0.7170558582546469,-0.3703297140425823
12789.0,91.85,1,-0.7334414068350582,-0.353944165462171
12791.0,192.6,1,-0.7160108924281693,-0.3713746798690598
12793.0,545.48,537,1.4110459223910465,1.6335803002324811
12794.0,317.0,1,-0.6944887485848248,-0.3928968237124044
12797.0,254.03,1,-0.7053830363486142,-0.38200253594861494
12802.0,412.58,92,-0.32719421946907534,-0.05867442495914474
12808.0,483.65,420,0.9493736953608339,1.1933021914311108
12816.0,253.55,1,-0.7054660799904535,-0.3819194923067757
12817.0,166.04,1,-0.7206059739432757,-0.3667795983539534
12820.0,210.35,1,-0.712940007755988,-0.3744455645412412
12821.0,92.72,1,-0.7332908902342244,-0.35409468206300465
12823.0,229.5,1,-0.7096269124617753,-0.3777586598354538
12824.0,397.12,1,-0.6806273807011529,-0.4067581915960762
12826.0,577.1,394,0.8653245504001301,1.0769179284292403
12827.0,212.4,89,-0.3733903441117897,-0.035605232004419764
12828.0,907.51,184,0.11304537819574144,0.21031188247437727
12829.0,207.25,1,-0.7134763312761999,-0.37390924102102924
12830.0,2258.56,210,0.44700398281650383,0.07678668581618908
12832.0,383.03,151,-0.10489176540457737,0.17385277750681372
12834.0,312.38,1,-0.6952880436375277,-0.39209752865970143
12836.0,2161.73,312,0.8234094968471205,0.4866968491772088
12838.0,683.13,515,1.3500616672417018,1.524967056336571
12839.0,2195.86,420,1.2455990161808748,0.89707687061107
12840.0,1284.2,183,0.1743611175903168,0.14128716585047227
12841.0,2021.85,634,2.040354529476552,1.7520424843919633
12842.0,310.73,1,-0.6955735061563503,-0.39181206614087893
12843.0,1282.36,213,0.2896774420698794,0.2572401582508027
12844.0,325.96000000000004,276,0.367045768429018,0.6655373973394394
12849.0,346.39,1,-0.689404055598041,-0.39798151669918813
12851.0,135.18,1,-0.7259449880831923,-0.3614405842140369
12854.0,401.82,1,-0.6798142450414768,-0.4075713272557524
12855.0,38.1,1,-0.742740564645185,-0.3446450076520442
12856.0,866.46,272,0.4451384148331218,0.5566088420180165
12857.0,801.6,1,-0.6106492718445933,-0.4767363004526359
12865.0,981.38,1,-0.5795459678240427,-0.5078396044731864
12866.0,559.12,1,-0.6526001515803987,-0.43478542071683035
12867.0,1111.24,149,0.013385112415626427,0.04015794522795036
12868.0,1176.34,688,2.1022172696444503,2.1064645146078727
12872.0,378.53,1,-0.6838435917465531,-0.403541980550676
12873.0,374.0,1,-0.6846273161164111,-0.40275825618081795
12875.0,293.76000000000005,1,-0.6985094449105428,-0.38887612738668637
12877.0,376.56,184,0.021186999790405246,0.3021702608797134
12879.0,140.5,1,-0.7250245877194736,-0.3623609845777555
12881.0,298.0,1,-0.6977758927409626,-0.3896096795562666
12882.0,471.84,1,-0.667700253788173,-0.41968531850905616
12883.0,291.63,1,-0.6988779510712047,-0.38850762122602456
12884.0,309.05,1,-0.6958641589027876,-0.39152141339444146
12885.0,1158.27,120,-0.09025851058527815,-0.07975877142170827
12886.0,1351.09,209,0.28615029907708056,0.2299313923262824
12888.0,41.010000000000005,244,0.19440362079703244,0.5914922736328725
12891.0,289.0,123,-0.22908535003633312,0.08219499971733589
12893.0,188.14,1,-0.716782506266926,-0.37060306603030324
12897.0,128.8,1,-0.7270487764893059,-0.36033679580792327
12901.0,1244.28,302,0.6261387998558051,0.6068777738752263
12910.0,1286.62,176,0.14779837564860224,0.11388706718687837
12912.0,804.24,180,0.07976093021053696,0.2127604215422628
12913.0,1401.49,507,1.4435074886403394,1.3698494171032949
12915.0,199.65,1,-0.714791188938655,-0.3725943833585741
12917.0,594.0,1,-0.6465656469400783,-0.4408199253571508
12919.0,676.82,329,0.6320351070390213,0.809123851883914
12921.0,7300.73,692,3.17720116086148,1.0623165323081623
12922.0,405.38,1,-0.6791983380311688,-0.4081872342660603
12923.0,176.97,1,-0.7187150010155606,-0.3686705712816685
12924.0,508.23,97,-0.2913736006834044,-0.05595015759816687
12925.0,325.74,1,-0.6929766622730014,-0.3944089100242278
12928.0,980.26,236,0.32606508812458007,0.39815898847068676
12929.0,105.1,249,0.22476412013177133,0.5996766604447825
12931.0,34133.56,246,6.100382413833582,-5.299068564945015
12933.0,109.5,1,-0.7303878229215933,-0.35699774937563583
12935.0,343.78,1,-0.689855605400542,-0.39752996689668707
12939.0,6397.92,146,0.9164573974858848,-0.8860412715302968
12942.0,258.75,1,-0.7045664405371947,-0.38281913176003446
12944.0,317.56,1,-0.6943918643360123,-0.3929937079612169
12947.0,930.22,632,1.84378527987013,1.9331937795397256
12948.0,660.6700000000001,66,-0.3844894711505603,-0.20181258124023366
12949.0,3000.87,249,0.7257543008169967,0.09868647975955756
12950.0,1531.4,180,0.20556512729354717,0.08695622445925262
12951.0,467.48,111,-0.24446081925507585,0.005062742184121348
12952.0,292.78000000000003,182,-0.0010165530916206563,0.3089558593030799
12955.0,2505.06,212,0.49735933028204293,0.04184929280930945
12956.0,108.07,1,-0.7306352237712395,-0.35675034852598975
12957.0,961.7,88,-0.24761024766360792,-0.16909430568193118
12962.0,95.85,1,-0.7327493764863976,-0.3546361958108316
12963.0,630.45,122,-0.1738663980134576,0.01926707046513075
12965.0,771.91,1,-0.6157858671075266,-0.47159970518970257
12967.0,902.25,569,1.5961134749332329,1.6952000190288468
12970.0,428.44,1,-0.6752087830711404,-0.4121767892260887
12971.0,3877.92,656,2.4462674713087984,1.5157270416049715
12976.0,738.6,1,-0.6215487498359977,-0.4658368224612314
12977.0,39.239999999999995,1,-0.7425433359958167,-0.3448422363014125
12980.0,3869.85,300,1.072673353259677,0.14492526601269504
12981.0,185.04,1,-0.7173188297871379,-0.37006674251009125
12982.0,390.54,1,-0.6817657706246997,-0.4056198016725295
12985.0,1215.62,90,-0.1959711839013034,-0.20531541498557612
12989.0,2900.11,423,1.3790030752859257,0.7867997431940079
12990.0,409.5,189,0.046158312784949695,0.31574383403181777
12993.0,197.1,1,-0.7152323582859261,-0.37215321401130297
12994.0,621.82,180,0.04820088615987037,0.24432046559292936
12997.0,307.92,1,-0.6960596574762843,-0.3913259148209448
12999.0,320.28000000000003,1,-0.693921283698923,-0.39346428859830607
13000.0,201.75,1,-0.7144278730056083,-0.3729576992916209
13001.0,3717.68,120,0.3525388380810773,-0.5225561200880635
13003.0,89.05000000000001,63,-0.4949475339698978,-0.11448145010888561
13004.0,2348.59,236,0.5627965598702692,0.16142751672499775
13005.0,276.9,30,-0.5896461830048655,-0.2741790496418002
13011.0,50.55,1,-0.7405866201849789,-0.3467989521122503
13012.0,325.02,214,0.12790484718786008,0.42672173036215183
13013.0,3995.24,634,2.3817659719123863,1.4106310419561288
13014.0,1407.58,215,0.3190504293640292,0.2432851254153125
13015.0,979.37,121,-0.11735507931445857,-0.04495322546319816
13016.0,425.25,1,-0.6757606772741973,-0.41162489502303184
13017.0,204.0,1,-0.7140386059344866,-0.3733469663627425
13018.0,2111.45,219,0.4562432342006227,0.13692822949603828
13021.0,920.85,415,1.0057401693961128,1.0983908312491828
13023.0,689.9,122,-0.16358109695648948,0.008981769408162614
13026.0,975.36,182,0.11707496575556714,0.19086434045589218
13027.0,1536.0,60,-0.2561776715652793,-0.37637824420149335
13029.0,474.2999999999999,1,-0.6672746551237467,-0.42011091717348237
13030.0,427.74,1,-0.675329888382156,-0.4120556839150731
13034.0,165.86,1,-0.7206371153089655,-0.3667484569882637
13037.0,326.9,1,-0.6927759734718898,-0.39460959882533936
13038.0,196.66,1,-0.7153084816242788,-0.3720770906729503
13040.0,676.99,150,-0.057888943696174845,0.11914097856908147
13043.0,516.42,1,-0.6599875755523507,-0.4273979967448785
13045.0,305.28000000000003,1,-0.6965163975064003,-0.39086917479082883
13046.0,431.59,1,-0.6746638091715702,-0.4127217631256589
13047.0,1596.27,576,1.743165620880244,1.602110713687144
13049.0,502.9,1,-0.6623266381308235,-0.42505893416640567
13050.0,1870.82,447,1.293435822644666,1.0573824493391821
13052.0,348.15000000000003,1,-0.6890995622446303,-0.39828601005259884
13055.0,332.40999999999997,116,-0.24855651098014814,0.04770332005584254
13058.0,137.70000000000002,33,-0.6021653732942598,-0.2385329276644167
13059.0,183.4,1,-0.7176025622300887,-0.3697830100671404
13062.0,346.98,1,-0.6893019811216136,-0.3980835911756156
13064.0,639.03,63,-0.3997968211808089,-0.2096321628979745
13065.0,205.86,1,-0.7137168118223595,-0.3736687604748697
13066.0,151.81,1,-0.7230678719086359,-0.36431770038859335
13069.0,2741.74,575,1.9374861331356434,1.4000812242024157
13075.0,919.61,1,-0.5902326464832339,-0.4971529258139951
13077.0,465.55,365,0.734245384226576,0.9844367549522312
13078.0,4538.07,485,1.901360876868177,0.7423985298302028
13079.0,65.7,119,-0.2831358987089706,0.10540963947265419
13081.0,17758.61,577,4.543227555837693,-1.1902422440409735
13082.0,1747.54,7,-0.42386754315360237,-0.617264165767648
13083.0,111.36,1,-0.7300660288094661,-0.35731954348776307
13085.0,137.98000000000002,1,-0.7254605668391299,-0.3619250054580993
13089.0,27475.6,571,6.20121361855759,-2.8944821701368495
13090.0,4085.29,545,2.0542958184314335,1.0520022220267324
13091.0,345.82,1,-0.6895026699227251,-0.397882902374504
13092.0,151.0,154,-0.13347125001051244,0.22555919380073797
13093.0,3392.09,687,2.4817043422909655,1.7192684647320278
13094.0,915.78,508,1.3633304620930198,1.4577354208799447
13097.0,1944.28,99,-0.035217077905561535,-0.29668872591735
13098.0,18901.67,326,3.7735089661418026,-2.3554769389068557
13099.0,207.36,1,-0.7134573004416117,-0.3739282718556174
13102.0,3836.47,416,1.514019039301231,0.5978209385733945
13104.0,339.48,1,-0.6905995380253522,-0.396786034271877
13107.0,566.84,1,-0.6512645330074838,-0.4361210392897454
13108.0,350.06,1,-0.6887691177531449,-0.39861645454408423
13109.0,774.74,186,0.09778413807715432,0.24099107705162395
13110.0,746.08,272,0.42431176149018107,0.5774354953609573
13113.0,3740.91,479,1.740319216995617,0.8571863263267839
13115.0,1733.02,484,1.4122114558759091,1.2238389735931405
13117.0,664.71,602,1.6822153769619645,1.8634943655679979
13122.0,18.72,1,-0.7460934516844455,-0.34129212061278363
13124.0,2610.01,308,0.8855473835628542,0.39372305354415593
13126.0,1083.34,445,1.1494868306745245,1.1859134868506644
13130.0,64.0,1,-0.7382596681376076,-0.3491259041596216
13131.0,290.9,35,-0.567951633711229,-0.25732871278878783
13133.0,109.8,92,-0.37957745671093934,-0.006291187717280769
13134.0,360.04,1,-0.6870425020332367,-0.40034307026399246
13136.0,550.63,453,1.0881598678330968,1.3089122675267302
13137.0,1973.97,311,0.7870711036663272,0.5153262651286723
13138.0,193.23,1,-0.7159018976482553,-0.3714836746489738
13139.0,1887.38,25,-0.33029336710046,-0.5720767516928547
13140.0,159.51,1,-0.7217357134874641,-0.36564985880976497
13141.0,357.23,245,0.2529665686250609,0.5406383030341738
13144.0,110.95,1,-0.7301369619202038,-0.3572486103770254
13145.0,499.72,573,1.5418906853303052,1.7802587175490943
13147.0,356.40000000000003,244,0.24896848371304897,0.536927410716856
13148.0,1698.09,364,0.9436296670964446,0.7673434948530329
13153.0,486.22,1,-0.6652124046847381,-0.422173167612491
13155.0,468.96,364,0.7309808514841443,0.9799923104653331
13157.0,300.12,1,-0.6974091166561724,-0.38997645564105665
13158.0,944.65,181,0.10790741413906048,0.192322914843069
13159.0,282.56,1,-0.7004471298867925,-0.3869384424104367
13162.0,1096.56,87,-0.22813293307318078,-0.1962805975016881
13166.0,414.7,30,-0.5658057374935079,-0.29801949515315773
13167.0,416.76,61,-0.4459601948093364,-0.17888674372810648
13168.0,346.53000000000003,1,-0.6893798345358378,-0.3980057377613913
13169.0,712.88,186,0.08708188873511816,0.2516933263936601
13173.0,353.65,304,0.4797620297282378,0.7686724984614534
13174.0,1415.97,1,-0.5043586005179403,-0.5830269717792887
13177.0,282.45,1,-0.7004661607213807,-0.38691941157584847
13178.0,1465.06,147,0.06688967967706996,-0.028764576492152534
13183.0,1799.42,201,0.3328788817135131,0.12153099185521182
13184.0,793.03,307,0.5673415692208559,0.7042198906568246
13186.0,1265.74,245,0.41014569164047093,0.38345918001876383
13187.0,236.02,1,-0.7084989029934585,-0.37888666930377063
13192.0,447.62,1,-0.671890497549313,-0.4154950747479162
13193.0,117.88,1,-0.7289380193411493,-0.35844755295607983
13198.0,1818.24,218,0.40166119095326414,0.1838012955140667
13199.0,2863.76,364,1.1452994212272445,0.565673740722233
13200.0,319.32,1,-0.6940873709826016,-0.39329820131462756
13203.0,309.86,3,-0.6880150455278542,-0.3839525723107154
13207.0,197.52000000000004,1,-0.7151596950993168,-0.37222587719791234
13208.0,674.14,282,0.45041048181616905,0.628426547328267
13209.0,2289.49,190,0.37526533519422417,-0.005654211148126679
13210.0,353.48,1,-0.6881774318050401,-0.39920814049218906
13211.0,775.94,1,-0.615088646531251,-0.4722969257659781
13212.0,291.47,1,-0.698905632285151,-0.38847994001207814
13213.0,548.6,182,0.04324224785696791,0.26469705835449137
13218.0,62.63999999999999,1,-0.7384949584561522,-0.34889061384107695
13220.0,643.09,91,-0.2911687291663016,-0.10240889249124824
13224.0,2150.85,27,-0.27700208088072825,-0.6099500834539268
13225.0,3428.0,161,0.46045603343233704,-0.31440524903680284
