CustomerID,Monetary,TimeSpent
13093.0,3392.09,687
13094.0,915.7800000000001,508
13097.0,1944.28,99
13098.0,18901.67,326
13099.0,207.35999999999999,1
13102.0,3836.47,416
13104.0,339.48,1
13106.0,-17.0,1
13107.0,566.84,1
13108.0,350.06,1
13109.0,774.74,186
13110.0,746.08,272
13113.0,3740.91,479
13115.0,1733.02,484
13117.0,664.71,602
13122.0,18.72,1
13124.0,2610.01,308
13126.0,1083.34,445
13130.0,64.0,1
13131.0,290.9,35
13133.0,109.8,92
13134.0,360.04,1
13136.0,550.63,453
13137.0,1973.97,311
13138.0,193.23,1
13139.0,1887.38,25
13140.0,159.51,1
13141.0,357.23,245
13144.0,110.95,1
13145.0,499.72,573
13147.0,356.40000000000003,244
13148.0,1698.09,364
13153.0,486.22,1
13155.0,468.96,364
13157.0,300.12,1
13158.0,944.65,181
13159.0,282.56,1
13162.0,1096.56,87
13166.0,414.7,30
13167.0,416.76,61
13168.0,346.53000000000003,1
13169.0,712.88,186
13171.0,-20.8,1
13173.0,353.65,304
13174.0,1415.97,1
13177.0,282.45,1
13178.0,1465.06,147
13183.0,1799.42,201
13184.0,793.03,307
13186.0,1265.74,245
13187.0,236.02,1
13192.0,447.62,1
13193.0,117.88,1
13198.0,1818.24,218
13199.0,2863.76,364
13200.0,319.32,1
13203.0,309.86,3
13207.0,197.52000000000004,1
13208.0,674.14,282
13209.0,2289.4900000000002,190
13210.0,353.48,1
13211.0,775.94,1
13212.0,291.47,1
13213.0,548.6,182
13217.0,-259.94000000000005,93
13218.0,62.63999999999999,1
13220.0,643.09,91
13224.0,2150.85,27
13225.0,3428.0,161
13226.0,108.21000000000001,1
13230.0,1567.12,394
13232.0,473.83,299
13233.0,304.24,1
13235.0,101.17000000000007,29
13236.0,-17.58,1
13240.0,334.11,209
13242.0,104.0,1
13244.0,121.74000000000001,1
13248.0,465.68,123
13249.0,419.57000000000005,30
13253.0,1030.4,66
13255.0,216.85,515
13259.0,292.32,1
13260.0,557.62,1
13263.0,2727.1,332
13265.0,1802.3,126
13266.0,1568.43,211
13267.0,2548.14,476
13268.0,816.03,327
13269.0,2913.34,576
13270.0,590.0,1
13271.0,178.26,1
13272.0,276.56,89
13276.0,590.9300000000001,182
13279.0,-11.45,1
13280.0,422.85,98
13282.0,342.15000000000003,274
13283.0,93.66,126
13285.0,796.83,1
13291.0,361.11,1
13292.0,329.37,1
13294.0,873.74,29
13295.0,-3.25,1
13297.0,1638.8999999999999,26
13298.0,360.0,1
13301.0,306.99,92
13302.0,63.75,1
13305.0,1086.21,629
13307.0,15.0,1
13308.0,-17.9,1
13309.0,1007.09,299
13310.0,297.78,303
13311.0,598.57,209
13313.0,934.04,126
13314.0,276.32,32
13316.0,1514.17,1
13317.0,864.3000000000001,149
13318.0,640.76,182
13319.0,6640.17,515
13320.0,466.61,61
13323.0,530.25,180
13324.0,4600.68,268
13327.0,2084.42,296
13329.0,789.0,364
13330.0,805.11,34
13334.0,2731.84,146
13338.0,431.82,92
13340.0,3678.03,1
13344.0,2543.72,115
13345.0,-11.899999999999999,1
13348.0,233.76,1
13351.0,373.94,1
13352.0,389.28,240
13355.0,674.7,1
13359.0,431.26,123
13362.0,763.58,52
13364.0,-134.95999999999998,1
13365.0,2191.22,150
13368.0,35.400000000000006,1
13369.0,308.28000000000003,1
13370.0,721.32,153
13372.0,378.64,1
13373.0,3312.25,185
13375.0,778.65,1
13376.0,249.76,1
13379.0,299.53,1
13381.0,1177.98,90
13382.0,222.99,1
13384.0,1286.69,214
13388.0,-49.95,1
13394.0,1011.0500000000001,269
13395.0,307.72,1
13396.0,973.72,1
13397.0,678.62,158
13402.0,621.23,419
13404.0,252.49,84
13408.0,9728.32,694
13410.0,126.25000000000001,114
13414.0,467.7,1
13417.0,404.83,1
13418.0,3637.54,636
13419.0,221.06,1
13420.0,-17.4,1
13422.0,2626.3,1
13426.0,2017.32,151
13427.0,464.86,94
13429.0,165.72,1
13431.0,1269.1,273
13434.0,72.84,1
13435.0,1133.13,62
13436.0,196.89,1
13437.0,2374.81,213
13441.0,296.64,1
13447.0,654.01,61
13448.0,1395.1100000000001,631
13450.0,1289.34,305
13451.0,1852.51,211
13455.0,692.94,1
13456.0,855.86,61
13458.0,5762.31,329
13460.0,75.98,1
13461.0,560.8,1
13462.0,143.25,245
13464.0,674.68,1
13466.0,307.9,1
13467.0,782.46,1
13468.0,3377.4,696
13470.0,49.5,1
13471.0,985.1800000000001,122
13473.0,422.64,21
13475.0,525.26,149
13476.0,581.9,214
13477.0,413.64,304
13481.0,-12.75,295
13483.0,140.34,1
13484.0,313.8,1
13486.0,819.61,121
13487.0,215.65,1
13488.0,4033.17,506
13489.0,51.36,1
13491.0,655.48,626
13492.0,676.1,241
13493.0,439.28,1
13494.0,316.26000000000005,1
13495.0,1428.64,302
13497.0,321.05,235
13499.0,311.46999999999997,127
13500.0,638.8,244
13501.0,-29.849999999999998,1
13502.0,74.56,1
13504.0,295.93,1
13505.0,-88.8,29
13506.0,301.12,1
13507.0,842.69,122
13508.0,110.97,1
13509.0,265.3,298
13510.0,1233.27,119
13513.0,205.1,1
13515.0,203.4,1
13517.0,516.24,1
13520.0,1575.85,637
13521.0,805.77,121
13522.0,125.80000000000001,1
13523.0,1545.79,303
13524.0,159.20000000000002,1
13525.0,282.88,1
13527.0,897.34,151
13531.0,305.45,1
13532.0,210.31,1
13533.0,124.14999999999999,1
13534.0,1655.31,299
13536.0,1009.0,122
13538.0,728.55,151
13539.0,164.1,1
13548.0,682.41,177
13549.0,370.2,179
13552.0,757.5500000000001,119
13557.0,584.06,222
13558.0,445.93,211
13560.0,174.37,1
13561.0,141.85999999999999,1
13562.0,603.27,1
13564.0,540.0,1
13565.0,110.17999999999999,1
13569.0,118.32,1
13570.0,239.49,1
13571.0,983.75,209
13575.0,147.41,1
13576.0,3223.13,657
13577.0,699.15,121
13579.0,164.70000000000002,1
13581.0,118.0,1
13583.0,781.03,1
13584.0,142.4,1
13587.0,646.4,31
13588.0,1010.02,306
13590.0,513.41,95
13591.0,340.9,1
13592.0,138.39,177
13593.0,559.85,1
13596.0,285.44,1
13599.0,3181.07,482
13601.0,373.2,1
13602.0,428.89,1
13606.0,280.53999999999996,282
13610.0,227.25,151
13611.0,535.08,1
13614.0,302.15,1
13617.0,131.10999999999999,1
13623.0,287.41,191
13626.0,257.23,1
13627.0,291.54,3
13629.0,3604.0,244
13630.0,964.0,156
13631.0,52.5,1
13632.0,261.58,1
13634.0,466.29,146
13635.0,1071.03,1
13636.0,649.77,247
13637.0,262.25,1
13642.0,354.8,1
13643.0,519.44,183
13644.0,-26.74,1
13645.0,252.1,1
13647.0,-7.9,1
13649.0,197.8,1
13650.0,792.58,243
13651.0,15.0,1
13652.0,308.8,1
13654.0,798.24,1
13655.0,383.65,1
13656.0,162.70000000000002,1
13662.0,297.34,302
13666.0,20.6,1
13668.0,2211.44,327
13672.0,-71.46,32
13673.0,213.6,1
13675.0,178.38000000000002,1
13678.0,232.6,1
13680.0,1509.8600000000001,132
13681.0,531.08,147
13682.0,59.5,1
13685.0,2519.15,150
13686.0,72.0,1
13689.0,910.0,1
13690.0,172.25,1
13692.0,0.0,214
13694.0,18202.64,635
13695.0,1724.47,301
13697.0,151.29999999999998,1
13699.0,308.58000000000004,1
13700.0,719.98,116
13704.0,637.78,241
13705.0,507.32,396
13706.0,330.79,1
13709.0,3033.5,273
13710.0,180.48,1
13711.0,252.06,1
13712.0,228.84,1
13715.0,1061.44,474
13717.0,389.25,125
13718.0,192.5,1
13719.0,330.79,1
13721.0,524.14,1
13722.0,1457.22,278
13723.0,199.85000000000002,1
13725.0,1140.78,214
13726.0,786.98,1
13727.0,333.48,152
13728.0,377.7,36
13730.0,306.75,1
13731.0,610.59,89
13732.0,491.86,1
13736.0,374.37,1
13741.0,361.03000000000003,183
13742.0,954.87,186
13743.0,915.2299999999999,186
13744.0,263.2,1
13745.0,-8.5,1
13747.0,79.6,1
13748.0,800.8,538
13750.0,325.44,1
13752.0,887.2900000000001,63
13754.0,126.6,1
13755.0,759.66,180
13756.0,3326.6400000000003,454
13758.0,1784.37,596
13759.0,99.0,1
13762.0,306.72,1
13763.0,1706.46,94
13764.0,499.89,1
13767.0,8191.450000000001,664
13769.0,1663.41,456
13771.0,2041.2,5
13772.0,903.71,63
13777.0,12163.31,607
13780.0,243.73000000000002,1
13781.0,127.84,1
13782.0,269.14,148
13784.0,1123.47,303
13786.0,230.39999999999998,1
13787.0,106.4,1
13790.0,348.8,1
13791.0,579.0,1
13792.0,120.95,1
13798.0,21253.4,664
13800.0,558.32,1
13801.0,324.8,1
13802.0,969.74,1
13804.0,862.25,155
13805.0,500.24,1
13806.0,256.38,1
13807.0,112.6,1
13808.0,1591.56,91
13809.0,155.05,1
13810.0,246.01,1
13811.0,333.0,1
13812.0,139.88,1
13813.0,278.79,185
13814.0,961.58,1
13816.0,371.69,1
13817.0,254.28,1
13819.0,732.05,244
13822.0,163.62,1
13823.0,650.42,1
13824.0,1371.28,304
13826.0,-14.85,1
13831.0,719.3,357
13833.0,384.8,1
13835.0,537.34,29
13837.0,157.54000000000002,1
13838.0,450.25,335
13841.0,85.0,1
13842.0,2137.09,485
13845.0,312.98,1
13846.0,235.08,92
13848.0,640.0,361
13850.0,1586.81,304
13851.0,2405.14,61
13853.0,-33.2,1
13854.0,3676.07,453
13856.0,124.60000000000001,1
13860.0,319.45,1
13862.0,1013.71,179
13863.0,299.56,61
13865.0,277.44,187
13867.0,561.3,97
13868.0,3192.54,32
13869.0,1519.99,1
13870.0,149.86,151
13871.0,1392.0,184
13873.0,381.7,281
13875.0,724.85,87
13876.0,122.7,1
13880.0,837.74,328
13881.0,9312.78,313
13882.0,375.49,243
13883.0,661.19,214
13884.0,781.3000000000001,310
13885.0,107.65,1
13888.0,605.63,216
13889.0,416.90000000000003,1
13890.0,908.2,212
13892.0,395.73,23
13894.0,150.95,242
13895.0,1655.77,215
13899.0,298.5,1
13900.0,8.5,1
13901.0,1561.0900000000001,1
13904.0,131.52,1
13908.0,1439.11,211
13911.0,867.47,125
13914.0,308.57,92
13917.0,65.38,1
13919.0,384.81,33
13924.0,362.54,62
13925.0,285.38,210
13928.0,131.22,1
13931.0,1237.53,36
13938.0,71.66,1
13939.0,172.7,31
13940.0,225.24,1
13941.0,2047.56,635
13947.0,90.6,1
13949.0,1359.04,62
13950.0,179.30999999999997,1
13952.0,1203.33,183
13953.0,911.32,232
13954.0,212.51,1
13955.0,322.96,36
13956.0,330.45,175
13958.0,-102.45,1
13959.0,337.44,81
13962.0,117.6,1
13963.0,548.86,264
13969.0,3952.28,423
13971.0,659.62,327
13975.0,2351.4700000000003,239
13980.0,200.14,1
13982.0,428.6,1
13983.0,1266.41,485
13984.0,256.9,329
13985.0,3145.5,245
13988.0,-42.510000000000005,122
13989.0,369.40999999999997,1
13990.0,311.3,1
13992.0,76.8,1
13993.0,816.2,151
13994.0,924.21,93
13995.0,300.25,92
13999.0,1578.07,186
14000.0,635.66,1
14001.0,301.24,1
14002.0,224.79,1
14004.0,957.0,58
14005.0,187.16,1
14006.0,357.65,1
14012.0,328.8,1
14013.0,118.5,1
14016.0,963.83,212
14019.0,416.24,1
14020.0,331.14,1
14021.0,433.0,150
14023.0,584.07,20
14024.0,327.7,91
14027.0,104.82,1
14029.0,302.46,1
14030.0,1816.81,453
14031.0,6067.45,627
14032.0,1200.58,479
14034.0,334.11,1
14035.0,300.32,1
14037.0,111.8,1
14039.0,152.2,1
14040.0,2128.37,175
14044.0,173.74,1
14045.0,1251.75,504
14047.0,628.77,503
14048.0,375.13,1
14049.0,226.93,1
14050.0,260.38,1
14051.0,6825.67,454
14053.0,260.25,123
14054.0,92.46,1
14056.0,3928.57,241
14057.0,1089.59,251
14060.0,1970.1200000000001,596
14062.0,1965.5,331
14064.0,712.97,62
14067.0,374.7,91
14071.0,175.70000000000002,174
14073.0,151.04,1
14075.0,316.78,1
14076.0,122.47,1
14077.0,227.9,2
14078.0,491.46,631
14079.0,375.1,1
14080.0,45.599999999999994,1
14081.0,924.57,508
14082.0,182.25,1
14083.0,811.3,601
14085.0,1338.71,448
14087.0,181.67,1
14088.0,12777.66,29
14092.0,1003.19,483
14096.0,17267.79,243
14098.0,147.35,1
14099.0,1206.43,186
14102.0,442.75,60
14104.0,104.95,1
14107.0,1288.15,179
14108.0,302.83,1
14110.0,2839.65,278
14111.0,142.5,208
14112.0,1310.39,243
14113.0,140.4,161
14114.0,191.39999999999998,1
14116.0,1169.82,119
14121.0,2226.67,302
14125.0,1111.08,1
14126.0,0.0,1
14127.0,572.11,217
14128.0,331.96,1
14129.0,519.91,95
14132.0,2261.71,273
14133.0,272.34,267
14135.0,3307.25,626
14138.0,982.3800000000001,33
14140.0,935.05,60
14141.0,414.67,152
14142.0,311.81,1
14145.0,2851.2,60
14146.0,1225.16,1
14149.0,259.43,245
14150.0,352.46000000000004,1
14156.0,35969.66,665
14159.0,1231.43,148
14161.0,1110.52,449
14163.0,909.6,1
14165.0,122.53999999999999,1
14167.0,148.35,1
14171.0,363.79,1
14173.0,114.04,1
14174.0,134.46,1
14175.0,2016.31,1
14176.0,159.55,1
14177.0,191.33,1
14178.0,1243.56,303
14180.0,2032.47,631
14184.0,452.89,1
14185.0,197.65,1
14188.0,1397.96,242
14189.0,1970.53,486
14191.0,1584.07,269
14193.0,430.85,1
14194.0,1596.71,221
14195.0,828.4,1
14198.0,-8.2,1
14199.0,185.39999999999998,1
14201.0,325.42,182
14204.0,161.03,1
14205.0,-238.2,1
14208.0,151.74,1
14209.0,1017.23,27
14210.0,663.6600000000001,546
14211.0,196.79000000000002,177
14212.0,1070.48,1
14213.0,-1192.2,1
14214.0,761.25,148
14215.0,342.16,358
14216.0,1046.3600000000001,150
14217.0,946.84,445
14219.0,89.94,1
14220.0,319.42,1
14221.0,1097.85,180
14223.0,686.23,94
14224.0,251.01999999999998,1
14226.0,337.02000000000004,30
14227.0,296.38,150
14229.0,456.97,1
14231.0,284.01,214
14232.0,308.3,92
14233.0,858.25,306
14234.0,209.48,1
14235.0,1538.31,1
14236.0,189.3,1
14237.0,161.0,1
14239.0,1105.2,176
14240.0,663.49,1
14241.0,213.70000000000002,1
14243.0,1159.31,362
14245.0,688.35,1
14246.0,449.64,1
14247.0,136.76999999999998,1
14250.0,1904.05,269
14251.0,482.28000000000003,1
14256.0,523.86,1
14257.0,2479.58,154
14258.0,7609.18,160
14262.0,1124.36,271
14264.0,319.47,540
14267.0,-209.8,121
14270.0,492.65000000000003,1
14273.0,218.7,152
14276.0,678.1899999999999,303
14277.0,1637.43,1
14282.0,1178.4,395
14284.0,343.15,1
14285.0,300.6,1
14286.0,2027.34,35
14287.0,67.95,266
14288.0,413.85,31
14289.0,225.78,326
14290.0,728.5,1
14291.0,2478.31,211
14292.0,1423.41,309
14293.0,815.1700000000001,385
14295.0,-11.5,1
14297.0,710.1,7
14298.0,15379.39,244
14299.0,1040.1,484
14304.0,197.1,301
14305.0,-48.85000000000001,1
14307.0,1895.36,695
14309.0,1446.41,302
14311.0,310.26,1
14312.0,1047.19,274
14315.0,652.35,212
14317.0,508.58000000000004,1
14320.0,352.51,1
14321.0,326.82,1
14323.0,-17.700000000000003,1
14326.0,183.85,1
14329.0,533.17,296
14331.0,79.0,1
14332.0,466.3,1
14333.0,351.45,92
14334.0,1017.01,85
14335.0,359.25,1
14336.0,764.45,120
14338.0,-25.75,90
14339.0,309.52,1
14340.0,134.7,1
14341.0,688.81,209
14342.0,91.03999999999999,1
14344.0,604.13,448
14345.0,108.97999999999999,1
14346.0,759.14,1
14350.0,282.93,1
14352.0,464.94000000000005,179
14353.0,90.6,1
14354.0,163.62,152
14355.0,174.4,1
14356.0,-15.299999999999999,1
14359.0,-20.75,30
14360.0,2128.23,153
14364.0,1763.8,213
14367.0,4752.7,299
14375.0,257.68,1
14377.0,302.45,1
14383.0,1005.6,149
14387.0,840.82,1
14388.0,2241.12,603
14389.0,1012.26,299
14390.0,1061.51,661
14393.0,67.95,1
14395.0,2125.28,604
14396.0,487.99,424
14397.0,1372.57,241
14401.0,1706.64,272
14403.0,1180.01,148
14404.0,260.28,394
14406.0,156.75,1
14407.0,344.43,60
14408.0,1459.14,152
14409.0,368.40000000000003,452
14410.0,303.21999999999997,127
14411.0,1063.0,1
14412.0,-8.7,1
14413.0,122.7,1
14414.0,359.9,242
14415.0,3222.53,271
14418.0,897.35,1
14419.0,607.66,363
14420.0,387.52,1
14421.0,455.18,1
14422.0,382.01,1
14423.0,265.2,1
14426.0,1690.38,204
14427.0,321.74,1
14428.0,710.71,27
14431.0,470.36,1
14432.0,671.28,302
14434.0,552.0,241
14436.0,89.06,1
14437.0,63.0,1
14438.0,131.9,1
14440.0,1273.95,122
14441.0,583.01,415
14442.0,-4.25,1
14443.0,589.08,504
14446.0,657.4,129
14447.0,265.0,1
14448.0,102.35000000000001,1
14449.0,714.7,506
14450.0,322.22,62
14451.0,302.59,1
14452.0,127.37,1
14453.0,119.93,1
14456.0,1462.1,211
14457.0,113.64,1
14459.0,1837.92,1
14460.0,-21.0,1
14462.0,1413.7,220
14463.0,220.2,1
14465.0,1058.6200000000001,89
14466.0,1832.45,606
14472.0,651.16,153
14473.0,85.0,1
14475.0,595.64,118
14477.0,358.0,1
14479.0,174.4,1
14482.0,827.27,244
14483.0,137.1,1
14485.0,165.75,1
14487.0,542.5699999999999,515
14488.0,1064.28,1
14491.0,127.2,1
14493.0,1585.89,212
14495.0,40.599999999999994,1
14496.0,538.8100000000001,354
14497.0,457.47,244
14498.0,147.02,1
14499.0,126.02000000000001,1
14500.0,305.85,278
14501.0,123.38000000000001,87
14502.0,922.13,120
14503.0,770.87,119
14504.0,408.15,123
14505.0,2917.04,296
14506.0,1250.45,333
14507.0,600.31,1
14508.0,137.56,1
